Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.17638398115429918;1;1
Bedenken wir außerdem , daß die entlegenen und Inselregionen der Europäischen Union besondere Beachtung verdienen , denn auf Grund ihrer geographischen Lage sind sie in ihrer wirtschaftlichen und sozialen Entwicklung erheblich benachteiligt - es sei denn , die Kommission beabsichtigt , Brücken zu bauen oder unterseeische Tunnel anzulegen , um sie mit dem europäischen Festland zu verbinden . ;577 42 479 14 30 16 0 20 1902 5 62 266 1900 4918 3379 14 568 9 928 93 7125 2721 87 241 4 93 1221 20 2690 190 4913 9211 625 27 847 568 14 16 219 2108 14 11822 28 7009 69 0 13790 16395 14 390 241 131 61 779 6823 28 7003 25;Let us not forget either that greater consideration should be given to the islands and remote regions of the European Union because their geographical location is a hindrance to their economic and social development , unless of course the Commission is intending to build bridges or underwater tunnels linking them to the European mainland . ;334 295 77 1820 1249 31 1034 262 33 8 1101 37 4 3496 53 5370 1723 12 4 193 276 481 111 3494 6376 28 35 9061 37 111 623 53 2253 569 20 3348 12 931 4 227 28 4936 37 2486 11163 66 0 19996 14227 161 37 4 193 6263 26;we also that the and European Union specific merit situation are and social development - for Commission building bridges build or to in link European . ;318 342 31 4 53 193 276 428 5080 69 41 53 2253 569 638 61 227 44 11163 2486 66 37 3 1206 193 26;7.604110197466132e-43;1;3
Lassen Sie mich abschließend anmerken , daß die Strukturpolitiken insgesamt flexibler gestaltet werden müssen , damit sie den veränderten Bedingungen und damit den neuen Herausforderungen und Chancen entsprechen , die das neue Jahrtausend , für das wir alle das Beste hoffen , mit sich bringt . ;2424 394 1290 4476 5776 14 30 16 17702 2534 3204 3929 115 317 14 1232 241 33 2241 2591 20 1232 33 1273 2797 20 5969 5517 14 16 15 402 13622 14 32 15 42 706 15 13989 130 14 131 180 1388 25;In closing , I would like to point out that the structural policies as a whole require greater flexibility so that they can adapt to changing circumstances and thereby respond to the new challenges and opportunities of the new millennium , for which we all hope for the best . ;451 9755 20 117 427 118 37 1089 1073 31 4 2251 336 21 35 567 408 1034 1029 1097 31 108 6 5096 37 5831 1926 53 8312 301 37 4 416 2591 53 1830 12 4 416 7152 20 61 15 318 223 136 61 4 725 26;Let you that the structural overall so that and new challenges and the new all hope best . ;334 448 31 4 2251 514 1097 31 53 416 2591 53 4 416 223 136 725 26;2.273051050477178e-33;1;4
Wir sollten uns jedoch die Ausrichtung und die Ergebnisse der Regionalpolitik der Gemeinschaft mehr angelegen sein lassen . ;129 1614 285 822 16 1695 20 16 1536 5 1678 5 2590 68 0 1035 680 25;However , I feel that we should be a little more concerned about the actual direction and outcome of the Community s regional policy . ;843 20 117 853 31 318 33 8 35 620 65 42 339 4 2101 2690 53 2111 12 4 250 24 1276 552 26;We should and results Community the regional policy of the . ;40 33 53 1600 250 4 1276 552 12 4 26;2.588203272072086e-13;1;4
Hier stichpunktartig einige Probleme Die enorme Massenarbeitslosigkeit wird nicht nur nicht abgebaut , sondern nimmt im Rahmen der Strukturpolitik noch schlimmere Ausmaße an . ;778 0 146 374 37 6424 0 139 315 8 315 7849 14 326 1073 73 537 5 8535 613 0 17885 113 25;Quite briefly , structural policy does not ease the problem of mass unemployment in any way , rather it aggravates it . ;7727 6707 20 2251 552 456 77 4805 4 123 12 5058 1896 3 452 486 20 1176 86 0 86 26;Here not only but structural policy proportions . ;2163 77 7 322 2251 552 12368 26;2.858500967093483e-20;1;3
Die Landwirtschaft und die Agrarregionen erleiden infolge der praktizierten Regionalpolitik irreparable Schäden , was unheilvolle Konsequenzen für die Beschäftigung im ländlichen Raum und die Lebensbedingungen der Landwirte vor allem im Süden hat . ;37 2223 20 16 0 14205 12643 5 0 1678 0 5820 14 184 0 7358 32 16 2367 73 1841 314 20 16 4487 5 1881 96 295 73 2338 120 25;The agricultural economy and agricultural regions have been irreparably damaged by the existing regional policy , which has had dramatic consequences on employment levels in rural areas and on the living conditions of farmers , particularly in the South . ;226 2230 1809 53 2230 1723 113 78 0 17013 10 4 3086 1276 552 20 15 76 442 2838 2214 82 1150 2077 3 1760 425 53 82 4 498 258 12 1817 20 480 3 4 3726 26;Agriculture and following regional policy damage what consequences employment and living conditions the south . ;5185 53 1534 1276 552 3880 467 2214 1150 53 498 258 4 2206 26;9.97797575167679e-27;1;5
Die regionalen Ungleichgewichte innerhalb der Mitgliedstaaten potenzieren sich in beängstigender Weise . ;37 3183 12914 631 5 193 0 180 4 0 799 25;Regional disparities are becoming much more marked within the Member States . ;1653 7899 41 1873 781 65 181 561 4 202 75 26;The regional within Member States . ;226 1276 561 202 75 26;1.46326566912585e-07;1;3
Anhand der Daten des sechsten Berichts wird deutlich , daß das regionale Gefälle in den letzten zehn Jahren erheblich zugenommen hat . ;9742 5 606 50 11947 2942 139 2339 14 30 15 1287 10606 4 33 1092 3123 741 4913 5952 120 25;If we examine the data presented in the sixth periodic report , we will see that the last decade has witnessed a proliferation of regional disparities . ;324 318 2468 4 310 239 3 4 9467 13626 1132 20 318 125 1351 31 4 1416 1869 76 2860 35 17305 12 1276 7899 26;It data report clearly that in ten years . ;27 310 1132 1024 31 3 1445 397 26;1.4302554697360416e-13;1;3
Den enormen Problemen der Inselregionen der Union , wo die Defizite in der Infrastruktur , im Verkehr , in der Kommunikation sowie im Energiebereich zu einer kontinuierlichen Abwanderung der Bevölkerung führen , wird fast keine oder überhaupt keine Aufmerksamkeit geschenkt . ;3636 5964 1768 5 1902 5 266 14 1673 16 11313 4 5 3840 14 73 970 14 4 5 5691 271 73 15808 28 456 13755 12089 5 2246 269 14 139 4443 80 69 701 80 1018 15290 25;Little consideration , if any at all , has been given to the great problems facing the island regions of the Union whose shortcomings as regards infrastrucutres structure , transport , communication and energy has resulted in their gradual depopulation . ;27024 262 20 121 452 242 223 20 76 78 1101 37 4 320 388 1159 4 1827 1723 12 4 276 2912 4907 21 2429 0 1592 20 975 20 270 53 974 76 190 3 111 2726 9697 26;enormous problems island regions Union where the in deficits the infrastructure transport and energy drain population almost no or no attention . ;3159 388 1827 1723 276 1042 4 3 7193 4 2333 975 53 974 8412 2804 2852 740 66 740 410 26;2.80358097559555e-32;1;3
Verursacht wird diese Situation sowohl durch die Regional- als auch durch die Wirtschafts- und Sozialpolitik der Union generell . ;0 139 127 72 1051 189 16 12451 354 188 189 16 2782 20 2390 5 266 2777 25;The Union s economic and social policy is just as much to blame for that as its regional policy . ;226 276 24 623 53 2253 552 28 340 21 781 37 8315 61 31 21 170 1276 552 26;situation regional than also economic and social policy Union ;69 1276 422 342 623 53 2253 552 276;2.382371653617747e-13;1;3
Leider gehen die neuen Leitlinien in dieselbe Richtung , und nichts deutet darauf hin , daß ihre Umsetzung daran etwas ändern wird . ;4534 692 16 1273 1683 4 5184 2900 14 20 2482 7038 561 1981 14 30 807 52 941 558 2328 139 25;Unfortunately , the new guidelines seem to be heading in the same direction and there are no signs that things will change once they have been implemented . ;4237 20 4 416 1659 2632 37 8 2807 3 4 962 2690 53 672 41 740 3824 31 1103 125 140 73 108 113 78 2109 26;Unfortunately , the new guidelines in the direction and nothing is that their implementation . ;4237 20 4 416 1659 3 4 2690 53 1649 28 31 111 171 26;1.0273887740970556e-13;1;4
Herr Präsident , sehr geehrte Kollegen ! Gestatten Sie mir , hier ein paar kurze Worte zu sagen , um zwei Punkte hervorzuheben , an die uns diese Berichte erinnern und die in der Vorstellung , die wir von der Union haben , eine wesentliche strategische Rolle spielen . ;53 54 14 510 8179 57 58 2489 394 940 14 531 67 5762 8503 2083 28 436 14 390 372 400 7767 14 113 16 285 127 5125 888 20 16 4 5 4466 14 16 42 46 5 266 95 14 211 4867 7732 1269 2792 25;Mr President , I would like to say a few words in order to highlight two points made in these reports which are of fundamental strategic importance to the way we see the Union . ;47 58 20 117 427 118 37 471 35 1730 1981 3 735 37 5646 386 199 228 3 84 4386 15 41 12 622 1890 549 37 4 486 318 1351 4 276 26;Mr President , ladies and gentlemen , . allow me words to two to point the reports and idea we Union have essential strategic play . ;47 58 20 1169 53 1170 20 26 459 766 1981 37 386 37 1089 4 4386 53 2012 318 276 113 1259 1890 656 26;9.144148126318983e-35;1;5
Wir geben unserer Besorgnis über Meldungen Ausdruck , denen wir entnehmen , daß die Bedeutung dieses Ziels in den Anschauungen der Kommission zunehmend nachläßt . ;129 66 422 3645 153 10866 811 14 246 42 8226 14 30 16 1337 207 381 4 33 15829 5 219 2293 0 25;We are concerned to hear news that the Commission is taking this objective less seriously . ;40 41 42 37 2728 3589 31 4 227 28 594 124 392 67 2041 26;We concern on express we that the importance this objective in Commission . ;40 969 82 1307 318 31 4 549 124 392 3 227 26;6.6025057181820675e-19;1;6
Wir sind nach wie vor der Ansicht , daß der wirtschaftliche und soziale Zusammenhalt ein zentrales Ziel der Union ist . ;129 87 147 420 96 5 480 14 30 5 3675 20 2395 2122 67 5264 1502 5 266 7 25;We still feel that economic and social cohesion is one of the Union s fundamental objectives . ;40 639 853 31 623 53 2253 1786 28 413 12 4 276 24 622 1473 26;We are in believe that the economic and social cohesion objective Union . ;40 41 3 208 31 4 623 53 2253 1786 392 276 26;9.22498415803132e-15;1;6
Zweitens stimme ich dem zu , was ich hier bereits von einem Kollegen über die Thematik der Inseln gehört habe , und ich möchte ebenfalls auf die Gebiete in äußerster Randlage aufmerksam machen . ;2074 1626 210 61 28 14 184 210 531 260 46 48 57 153 16 2320 5 3739 714 284 14 20 210 108 1437 9 16 1719 4 1693 1694 396 397 25;Secondly , I agree with what has already been said on the issue of the islands and I would also like to bring the outermost regions to your attention . ;1971 20 117 583 46 467 76 271 78 532 82 4 216 12 4 3496 53 117 427 342 118 37 1009 4 12392 1723 37 1234 410 26;Secondly , agree with I to the latter what I a on islands and I also regions in are . ;1971 20 583 46 117 37 4 1088 467 117 35 82 3496 53 117 342 1723 3 41 26;3.1460293825437445e-27;1;3
Ich nutze diese Gelegenheit , um zu fragen , ob uns die Kommission über die Gründe aufklären kann , warum sich der Bericht der Kommission über die Gebiete in äußerster Randlage verzögert , der im Parlament seit längerem erwartet wird . ;107 8636 127 141 14 390 28 805 14 1469 285 16 219 153 16 1623 3759 371 14 477 180 5 1506 5 219 153 16 1719 4 1693 1694 8489 14 5 73 63 872 17572 6461 139 25;I would like to ask if the Commission is able to enlighten us on the reasons for the delay in the Commission s report on the outermost regions , which has been long awaited by Parliament ? ;117 427 118 37 708 121 4 227 28 79 37 8865 295 82 4 1375 61 4 5114 3 4 227 24 1132 82 4 12392 1723 20 15 76 78 405 13249 10 64 577;I take ask whether Commission on reasons why report Commission s regions in Parliament for pontificating . ;117 689 708 1142 227 82 1375 710 1132 227 24 1723 3 64 61 22528 26;7.3473200912969e-29;1;4
Herr Präsident , meine sehr verehrten Damen und Herren , Herr Kommissar ! Mit Hilfe von Leitlinien soll den Mitgliedstaaten eine Orientierung zum Erreichen der Reformziele im Rahmen der Programmierung angeboten werden . ;53 54 14 836 510 1839 439 20 440 14 53 1177 58 2688 2018 46 1683 329 33 193 211 3002 587 11632 5 0 73 537 5 19203 3205 115 25;Mr President , Commissioner , the guidelines are intended to help steer the Member States towards achieving the reform objectives contained in the programmes . ;47 58 20 1168 20 4 1659 41 655 37 1903 14887 4 202 75 144 6708 4 965 1473 2434 3 4 1325 26;Mr President , ladies ladies and gentlemen , Mr Commissioner , assistance of guidelines guidance a achieving of the programming offer . ;47 58 20 1169 1169 53 1170 20 47 1168 20 3175 12 1659 4065 35 6708 12 4 5220 1311 26;1.3625977252330371e-24;1;3
Meine besondere Unterstützung gilt einem Änderungsantrag meiner Fraktion zu Ziffer 10 , der eine angemessene Einbeziehung des privaten Sektors bei der Planung und Durchführung der Projekte sicherstellen soll . ;1741 1900 125 2751 48 1187 1712 1011 28 5002 1471 14 5 211 1904 1847 50 682 6176 228 5 11613 20 165 5 1771 3140 329 25;I am particularly in favour of a proposed amendment tabled by my Group to paragraph 10 , to ensure an appropriate level of private sector involvement in the planning and implementation of the projects . ;117 681 480 3 1015 12 35 393 2123 63 10 844 234 37 3089 1465 20 37 770 13 1828 648 12 691 692 1791 3 4 1832 53 171 12 4 1740 26;My special support my group paragraph 10 involvement of the private sector in and implementation projects ensure should . ;1933 1239 133 844 596 3089 1465 1791 12 4 691 692 3 53 171 1740 770 33 26;1.4321185667753282e-21;1;3
Herr Präsident , Herr Kommissar ! Im Ausschuß für Beschäftigung und soziale Angelegenheiten vertraten wir einhellig den Standpunkt , daß die Unterstützung der Interventionen der Struktur- und Kohäsionsfonds zugunsten besserer Beschäftigungschancen für die Arbeitslosen und einer Gleichstellung von Männern und Frauen von strategischer und prioritärer Bedeutung ist . ;53 54 14 53 1177 58 1163 1052 32 2367 20 2395 3320 0 42 0 33 1111 14 30 16 125 5 9442 5 17679 20 4874 2664 10726 0 32 16 4301 20 456 2957 46 2433 20 2412 46 5749 20 0 1337 7 25;Mr President , Commissioner , in the Committee on Employment and Social Affairs , we upheld unanimously the criterion that it was of strategic importance and a matter of priority to support the interventions of the Structural and Cohesion Funds which are working for a better opportunity for jobs for the unemployed and for equality between men and women . ;47 58 20 1168 20 3 4 1046 82 1700 53 4319 1048 20 318 9344 983 4 9908 31 86 834 12 1890 549 53 35 1077 12 1824 37 133 4 1051 12 4 2351 53 4534 2352 15 41 2225 61 35 112 688 61 2740 61 4 4030 53 61 2329 201 869 53 870 26;Mr President , Mr Commissioner , Committee on Employment and social Affairs we that intervention and cohesion funds in favour better for unemployed and of between men and women by strategic and . ;47 58 20 47 1168 20 1046 82 1700 53 2253 1048 318 31 2281 53 1786 1238 3 1015 112 61 4030 53 12 201 869 53 870 10 1890 53 26;5.030707585488939e-33;1;6
Sie wachsen , aber in bezug auf das BIP . ;394 7260 14 383 4 237 9 15 8544 25;They are growing , but only in terms of GDP . ;851 41 3889 20 322 7 3 1854 12 7838 26;They but . ;851 322 26;1.6445454897492183e-06;1;2
Ihre Wettbewerbsfähigkeit steigt , aber der wachsende Reichtum erreicht nicht alle , weil sich die Zahl der Arbeitsplätze nicht erhöht und der Unterschied bei den Beschäftigungschancen in den einzelnen Regionen fortbesteht . ;1890 4278 4912 14 383 5 9164 352 686 315 706 14 469 180 16 1198 5 3550 315 498 20 5 4420 228 33 0 4 33 2075 1692 0 25;They are increasing in competitiveness but they are not all experiencing an increase in wealth because there is no increase in employment and there are still differences in employment opportunities between regions . ;851 41 1190 3 4002 322 108 41 77 223 4058 13 650 3 367 481 672 28 740 650 3 1150 53 672 41 639 2415 3 1150 1830 201 1723 26;Their competitiveness but the wealth because and in regions . ;6295 4002 322 4 367 481 53 3 1723 26;3.0664153486069167e-25;1;7
