Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.12152516522623286;1;2
Das ist leider nicht geschehen , was allerdings nicht Herrn Bernie , sondern der alten Kommission anzulasten ist . ;157 7 3281 315 3667 14 184 304 315 143 0 14 326 5 2738 219 0 7 25;Unfortunately , this did not happen . Mr Bernié is not to blame for this as it was a matter for the previous committee . ;4237 20 124 823 77 2176 26 47 16892 28 77 37 8315 61 124 21 86 834 35 1077 61 4 1831 147 26;This is unfortunately not , it is Mr but Commission . ;162 28 1673 77 20 86 28 47 322 227 26;7.129085403802787e-14;1;3
Dem kann ich zumindest persönlich uneingeschränkt zustimmen . ;4079 371 210 2679 1186 4266 1158 25;Personally , I at least am totally in favour of the guidelines . ;1175 20 117 242 2490 681 2088 3 1015 12 4 1659 26;The it cannot I personally at least . ;226 86 684 117 2618 242 2490 26;0.016280171639385704;1;3
Die Kommission muß sich also endlich mit dieser Frage befassen . ;37 219 334 180 720 1976 131 82 202 1425 25;Therefore , the Commission should address the issue once and for all . ;939 20 4 227 33 1856 4 216 73 53 61 223 26;The Commission must finally look this . ;226 227 347 3046 690 124 26;8.469396324443407e-06;1;3
Im übrigen wird es nun wirklich langsam Zeit , die Programme umzusetzen , und insofern müssen auch die Mitgliedstaaten ihrer Verantwortung nachkommen und ihre Hausaufgaben machen . ;1163 1043 139 27 349 1921 3202 291 14 16 1342 4982 14 20 6937 317 188 16 193 93 2816 1247 20 807 11127 397 25;The time has come to implement the programmes , and so Member States should also assume their responsibilities and do their jobs properly . ;226 398 76 151 37 2094 4 1325 20 53 1097 202 75 33 342 3425 111 3560 53 580 111 2740 5183 26;In time programmes and implement in must also the Member States and ;451 398 1325 53 2094 3 347 342 4 202 75 53;1.1635937759715539e-13;4;3
Die erste Herausforderung ist die Harmonisierung der nationalen Raumordnungs- und der regionalen Entwicklungspolitiken . ;37 449 3808 7 16 4567 5 300 0 20 5 3183 0 25;The first is the harmonisation of national development policies and regional development policies . ;226 457 28 4 4003 12 316 569 336 53 1276 569 336 26;The first challenge is the national and regional . ;226 457 302 28 4 316 53 1276 26;9.630198574435227e-06;1;4
Angesichts der jüngsten Naturkatastrophen möchte ich doch noch auf die Verwendung der Strukturfondsmittel eingehen . ;654 5 8002 6258 108 210 348 613 9 16 1284 5 2538 410 25;Finally , in this time of natural disasters , I would just like to mention the issue of the use of Structural Funds . ;2428 20 3 124 398 12 2487 4110 20 117 427 340 118 37 1486 4 216 12 4 705 12 2351 2352 26;Given the recent natural disaster I would use Structural Funds . ;4196 4 2019 2487 3898 117 427 705 2351 2352 26;2.555085850633876e-07;1;3
Wir wissen , daß es den jeweiligen Staaten obliegt , einen Teil der Mittel selbst zu verteilen . ;129 887 14 30 27 33 2834 78 4641 14 232 1293 5 1334 666 28 8769 25;As you know , it is up to each State to redistribute part of the total appropriation . ;292 448 335 20 86 28 890 37 950 1678 37 20391 142 12 4 1484 8276 26;We know that states itself a part to distribute funds . ;40 335 31 1947 884 35 142 37 10823 1238 26;8.706658634423874e-10;1;2
Dabei darf es nicht angehen , daß - wie es anscheinend die Absicht der Mitgliedsstaaten ist - Europa überhaupt nicht mehr in Erscheinung tritt . ;426 1254 27 315 2699 14 30 625 420 27 11629 16 1516 5 1682 7 625 365 701 315 68 4 9941 356 25;Europe should not be completely absent , as the states tend to want . ;135 33 77 8 2337 3383 20 21 4 1947 7344 37 738 26;Without that apparently is intention Member States - Europe more . ;2889 31 3741 28 1494 202 75 638 135 65 26;5.823352774486583e-12;1;3
Doch die Strukturfonds haben dazu beigetragen , diese Entwicklung zu bremsen . ;1072 16 2388 95 1064 3088 14 127 190 28 16265 25;Well , the Structural Funds have helped to apply a brake to this process . ;934 20 4 2351 2352 113 4727 37 920 35 8720 37 124 214 26;But the Structural Funds have down this development . ;1846 4 2351 2352 113 401 124 569 26;1.210464579200261e-06;1;2
Die Umsetzung dieses Ziels bedeutet sicherlich eine Ausweitung von Umverteilungsinstrumenten wie die Strukturfonds . ;37 52 207 381 1955 2434 211 6410 46 0 420 16 2388 25;Its implementation would certainly require extending the scope of redistribution instruments such as the Structural Funds . ;4426 171 427 2292 408 5529 4 2136 12 6175 1581 972 21 4 2351 2352 26;The implementation this objective , certainly a extending of such as Structural Funds . ;226 171 124 392 20 2292 35 5529 12 972 21 2351 2352 26;7.882461818987031e-07;1;2
Der heute vorliegende Bericht gibt der Politik ihre eigentliche Bedeutung zurück . ;376 64 9151 1506 1385 5 322 807 9272 1337 918 25;The report put forward today re-establishes its place in the political sphere . ;226 1132 348 1885 815 0 170 856 3 4 668 614 26;The report policies significance its reject . ;226 1132 336 3791 170 5542 26;2.9630288424935933e-06;1;3
Und deshalb werden wir ihm zustimmen . ;972 1520 115 42 1110 1158 25;This is what persuades us to vote in favour of it . ;162 28 467 0 295 37 1181 3 1015 12 86 26;And why will agree with them . ;1393 710 125 583 46 161 26;0.0007519818747140759;1;3
Herr Präsident ! Auch ich möchte die Berichterstatterin zu ihrer ausgezeichneten Arbeit beglückwünschen . ;53 54 58 892 210 108 16 3326 28 93 6210 223 1352 25;Mr President , I too would like to congratulate the rapporteur on her excellent work . ;47 58 20 117 404 427 118 37 1335 4 1287 82 356 2308 231 26;Mr President , I too would like the rapporteur their for her excellent work . ;47 58 20 117 404 427 118 4 1287 111 61 356 2308 231 26;1.3524384656145508e-06;1;3
Und bleibt der erhoffte Erfolg aus , gibt es keine effektive Möglichkeit , das Projekt zur Halbzeit oder am Ende dieses Zeitraums tatsächlich zu beenden . ;972 310 5 0 999 181 14 1385 27 80 6736 2327 14 15 2852 222 12044 69 721 338 207 10498 2101 28 8201 25;But at the mid-way point or end of that period there is no effective way of terminating the project if it has not proved successful . ;1846 242 4 0 1089 66 349 12 31 165 672 28 740 1783 486 12 14852 4 2643 121 86 76 77 5853 1122 26;And the , a success there are no or period of possibility project end end is . ;1393 4 20 35 997 672 41 740 66 165 12 3224 2643 349 349 28 26;5.569369354813696e-15;1;2
Ich fordere das Haus auf , diesen Änderungen zuzustimmen . ;107 954 15 2278 9 14 313 1328 7321 25;I urge the House to support these changes . ;117 4164 4 1479 37 133 84 658 26;I call House to this this agree to changes . ;117 1957 1479 37 124 124 583 37 658 26;1.1421747716660155e-05;1;3
Zweifellos stellen die Strukturpolitiken und die Kohäsionspolitik der Europäischen Union die wesentlichen Instrumente dar , um die Voraussetzungen für das Wachstum und den Abbau der wirtschaftlichen und sozialen Ungleichgewichte in den Regionen zu schaffen . ;12248 2117 16 17702 20 16 13642 5 62 266 16 2899 5392 2422 14 390 16 244 32 15 2948 20 33 2912 5 1221 20 2690 12914 4 33 1692 28 2299 25;The European Union s structural and cohesion policies are , without doubt , essential tools for creating the right conditions with a view to tackling and reducing the levels of economic and social disparity between the regions . ;226 193 276 24 2251 53 1786 336 41 20 1056 956 20 1259 5016 61 249 4 871 258 46 35 277 37 574 53 2497 4 2077 12 623 53 2253 9803 201 4 1723 26;There is no doubt structural policies and cohesion policy European Union instruments to requirements for the growth and the of the economic and social imbalances in the regions . ;1363 28 740 956 2251 336 53 1786 552 193 276 1581 37 1244 61 4 2737 53 4 12 4 623 53 2253 12378 3 4 1723 26;1.7340839356584413e-16;1;2
Herr Präsident , der Bericht von Frau Schroedter enthält zweifellos zahlreiche wichtige Hinweise , und dazu möchte ich sie beglückwünschen . ;53 54 14 5 1506 46 617 10198 1505 2440 1763 1181 1804 14 20 1064 108 210 241 1352 25;Mr President , Mrs Schroedter s report undoubtedly contains several important observations , and I would like to congratulate her on that . ;47 58 20 2185 9401 24 1132 2298 2698 182 183 3525 20 53 117 427 118 37 1335 356 82 31 26;I Mr President the report Mrs Schroedter has undoubtedly made many important suggestions and would like ;117 47 58 4 1132 2185 9401 76 2298 228 812 183 2355 53 427 118;1.5271460998659576e-10;4;3
Wir sollten uns jedoch die Ausrichtung und die Ergebnisse der Regionalpolitik der Gemeinschaft mehr angelegen sein lassen . ;129 1614 285 822 16 1695 20 16 1536 5 1678 5 2590 68 0 1035 680 25;However , I feel that we should be a little more concerned about the actual direction and outcome of the Community s regional policy . ;843 20 117 853 31 318 33 8 35 620 65 42 339 4 2101 2690 53 2111 12 4 250 24 1276 552 26;But We should the focus and results Community regional policy ;1846 40 33 4 1965 53 1600 250 1276 552;2.2548328264290803e-08;2;3
Verursacht wird diese Situation sowohl durch die Regional- als auch durch die Wirtschafts- und Sozialpolitik der Union generell . ;0 139 127 72 1051 189 16 12451 354 188 189 16 2782 20 2390 5 266 2777 25;The Union s economic and social policy is just as much to blame for that as its regional policy . ;226 276 24 623 53 2253 552 28 340 21 781 37 8315 61 31 21 170 1276 552 26;that situation both regional economic and social policy of the Union . ;31 69 593 1276 623 53 2253 552 12 4 276 26;2.4935073072908923e-11;1;3
Herr Präsident , sehr geehrte Kollegen ! Gestatten Sie mir , hier ein paar kurze Worte zu sagen , um zwei Punkte hervorzuheben , an die uns diese Berichte erinnern und die in der Vorstellung , die wir von der Union haben , eine wesentliche strategische Rolle spielen . ;53 54 14 510 8179 57 58 2489 394 940 14 531 67 5762 8503 2083 28 436 14 390 372 400 7767 14 113 16 285 127 5125 888 20 16 4 5 4466 14 16 42 46 5 266 95 14 211 4867 7732 1269 2792 25;Mr President , I would like to say a few words in order to highlight two points made in these reports which are of fundamental strategic importance to the way we see the Union . ;47 58 20 117 427 118 37 471 35 1730 1981 3 735 37 5646 386 199 228 3 84 4386 15 41 12 622 1890 549 37 4 486 318 1351 4 276 26;Mr President ladies allow me few short words to two points remind these reports and the idea we the Union essential play a strategic role . ;47 58 1169 459 766 1730 906 1981 37 386 199 1882 84 4386 53 4 2012 318 4 276 1259 656 35 1890 157 26;7.613071698856479e-23;1;3
Wir sind nach wie vor der Ansicht , daß der wirtschaftliche und soziale Zusammenhalt ein zentrales Ziel der Union ist . ;129 87 147 420 96 5 480 14 30 5 3675 20 2395 2122 67 5264 1502 5 266 7 25;We still feel that economic and social cohesion is one of the Union s fundamental objectives . ;40 639 853 31 623 53 2253 1786 28 413 12 4 276 24 622 1473 26;We are the view that the economic and social cohesion Union a objective . ;40 41 4 277 31 4 623 53 2253 1786 276 35 392 26;2.3462323959436554e-10;1;3
Meine besondere Unterstützung gilt einem Änderungsantrag meiner Fraktion zu Ziffer 10 , der eine angemessene Einbeziehung des privaten Sektors bei der Planung und Durchführung der Projekte sicherstellen soll . ;1741 1900 125 2751 48 1187 1712 1011 28 5002 1471 14 5 211 1904 1847 50 682 6176 228 5 11613 20 165 5 1771 3140 329 25;I am particularly in favour of a proposed amendment tabled by my Group to paragraph 10 , to ensure an appropriate level of private sector involvement in the planning and implementation of the projects . ;117 681 480 3 1015 12 35 393 2123 63 10 844 234 37 3089 1465 20 37 770 13 1828 648 12 691 692 1791 3 4 1832 53 171 12 4 1740 26;My aid for especially amendment of my group paragraph 10 , of the sector , private ensure proper inclusion in and implementation projects how . ;1933 1207 61 944 2123 12 844 596 3089 1465 20 12 4 692 20 691 770 1118 2131 3 53 171 1740 431 26;4.1393709878080435e-17;1;2
Soviel zum Ziel der Leitlinien . ;15236 587 1502 5 1683 25;This is the purpose of these guidelines . ;162 28 4 3254 12 84 1659 26;understand to the guidelines . ;903 37 4 1659 26;0.021340333840333833;1;2
So weit meine Ausführungen zur ersten Priorität , der Wettbewerbsfähigkeit auf regionaler Ebene . ;1954 859 836 461 222 870 1901 14 5 4278 9 7511 635 25;So that is the first priority , the competitiveness of regional economies . ;724 31 28 4 457 1824 20 4 4002 12 1276 4056 26;My first ;1933 457;7.418167763925836e-09;3;1
Das dritte Ziel besteht in einer städtischen und ländlichen Entwicklung im Rahmen einer ausgewogenen Raumordnungspolitik . ;157 4150 1502 2137 4 456 2196 20 1841 190 73 537 456 1689 0 25;In fact , the guidelines take two horizontal principles into account . The first is rural development , and let me say , Mrs Schroedter , that I am including in rural development the matter of sustainable transport , an issue I have been involved in personally for a long time . ;451 531 20 4 1659 689 386 5828 1569 847 2179 26 226 457 28 1760 569 20 53 1749 766 471 20 2185 9401 20 31 117 681 1968 3 1760 569 4 1077 12 1752 975 20 13 216 117 113 78 225 3 2618 61 35 405 398 26;The third is a urban areas and rural development balanced . ;226 1508 28 35 2084 425 53 1760 569 1662 26;5.4769667027705213e-08;1;3
Heute nun kann ich Ihnen , meine Damen und Herren Abgeordneten , versichern , daß wir bei den Verhandlungen über die Programme erst am Anfang stehen - der Ausschußvorsitzende Herr Hatzidakis hat mich bereits dazu befragt - und daß daher Ihre Bemerkungen bei den meisten Mitgliedstaaten tatsächlich berücksichtigt werden können . ;118 349 371 210 445 14 836 439 20 440 144 14 4268 14 30 42 228 33 83 153 16 1342 814 721 703 792 625 5 0 53 7015 120 1290 260 1064 2528 625 20 30 1138 1890 3775 228 33 3380 193 2101 1103 115 311 25;Here in this Chamber , ladies and gentlemen , among you , I wish to assure you that in the negotiations for the programmes which are only just beginning - Mr Hatzidakis asked me a question about this - as far as Member States are concerned , your observations will certainly be taken into consideration . ;2163 3 124 3102 20 1169 53 1170 20 1053 448 20 117 92 37 3990 448 31 3 4 85 61 4 1325 15 41 7 340 139 638 47 6471 314 766 35 213 339 124 638 21 1098 21 202 75 41 42 20 1234 3525 125 2292 8 855 847 262 26;Today are I can and you gentlemen , that we the negotiations on programmes has - Mr Hatzidakis already consulted me matter - and that your really can therefore comments most Member States . ;1489 41 117 6 53 448 1170 20 31 318 4 85 82 1325 76 638 47 6471 271 6975 766 1077 638 53 31 1234 3346 6 29 1334 304 202 75 26;3.2894395213372697e-25;1;2
Jetzt zu inhaltlichen Aspekten der Leitlinien . ;1338 28 8844 6111 5 1683 25;Now to the form . ;2537 37 4 524 26;Now as aspects of guidelines . ;2537 21 411 12 1659 26;0.0041234234680126835;1;4
Abschließend , Frau Berichterstatterin , möchte ich mich auf einige Gedanken Ihres Berichts konzentrieren . ;1949 14 617 3326 14 108 210 1290 9 146 1542 4351 2942 1550 25;Drawing to a close , I should like to focus on a number of challenges which you reiterated , Mrs Schroedter . ;4946 37 35 4602 20 117 33 118 37 1965 82 35 868 12 2591 15 448 4759 20 2185 9401 26;I Finally , , , to some your report . ;117 2428 20 20 20 37 149 1234 1132 26;5.635529865102611e-07;1;3
Diese Aussage muß aber aus der Perspektive der Verhandlungen im letzten Frühjahr gesehen werden . ;1365 1518 334 383 181 5 520 5 83 73 1092 5461 1618 115 25;This claim that your report makes must be seen in the context of last spring s negotiations . ;162 2656 31 1234 1132 1165 347 8 2406 3 4 946 12 1416 5046 24 85 26;This prospect statement negotiations spring last . ;162 6443 571 85 5046 1416 26;3.1593444253330677e-09;1;1
