Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of session ;8645 12 1607;0.2786046511627907;1;1
Herr Präsident , für die britischen Konservativen bildet die effiziente und einheitliche Anwendung der europäischen Wettbewerbspolitik die Grundvoraussetzung für ein wirksames unionsweites Funktionieren des Binnenmarktes . ;53 54 14 32 16 1548 1557 5037 16 3804 20 2629 3282 5 779 7625 16 14644 32 67 8764 0 1127 50 2571 25;Mr President , for British Conservatives the efficient and uniform application of European competition policy is at the core of achieving an effective single market across the whole of the European Union . ;47 58 20 61 3817 10196 4 2448 53 6144 2985 12 193 1876 552 28 242 4 2610 12 6708 13 1783 1693 1266 1348 4 567 12 4 193 276 26;Mr President , for British Conservative the efficient and uniform application European competition policy bottom line a an effective functioning of the internal market . ;47 58 20 61 3817 5971 4 2448 53 6144 2985 193 1876 552 6511 3110 35 13 1783 2395 12 4 1402 1266 26;3.853632888206765e-11;1;2
Die Vollendung des Binnenmarktes ist nämlich noch nicht abgeschlossen . ;37 11379 50 2571 7 681 613 315 2771 25;The truth is that the single market is not yet complete . ;226 2471 28 31 4 1693 1266 28 77 418 1993 26;The complete of the internal market is closed . ;226 1993 12 4 1402 1266 28 1205 26;0.0006816254807491341;1;3
Während meiner sechs Monate als Abgeordneter dieses Parlaments ist mir aufgefallen , mit welcher Entschlossenheit viele Mitglieder am sogenannten europäischen Projekt arbeiten . ;3526 1712 3723 3116 354 481 207 572 7 940 16184 14 131 3039 4135 341 1117 721 1030 779 2852 457 25;During my six months as a Member of this Parliament , I have become acutely aware of the determination of many Members to drive forward what is described as the European project . ;4846 844 3478 995 21 35 202 12 124 64 20 117 113 666 5169 1405 12 4 2081 12 812 445 37 6704 1885 467 28 3914 21 4 193 2643 26;During my six months as Members this Parliament is have noticed working many members ;4846 844 3478 995 21 445 124 64 28 113 2851 2225 812 150;2.8174875875105695e-09;2;3
Dies ist der Zusammenhang , in den ich meine Überlegungen zu den Vorschlägen der Kommission stellen will . ;1045 7 5 931 14 4 33 210 836 2305 28 33 2033 5 219 2117 236 25;That is the context in which I want to consider the Commission s proposals . ;1014 28 4 946 3 15 117 738 37 109 4 227 24 248 26;This is the link the I drafting Commission my on consideration proposals . ;162 28 4 1206 4 117 1893 227 844 82 262 248 26;2.011890833178077e-09;1;3
Er stellte vorhin fest , daß der Bericht die Zustimmung der überwältigenden Mehrheit hatte , meine Zustimmung hat er allerdings nicht . ;693 7221 2003 1241 14 30 5 1506 16 1001 5 4837 986 2441 14 836 1001 120 700 304 315 25;He mentioned earlier that the report was carried with a significant majority but not with my support . ;703 546 414 31 4 1132 834 2165 46 35 1278 985 322 77 46 844 133 26;It report earlier bidden had to overwhelming majority but it not ;27 1132 414 24615 442 37 13845 985 322 86 77;1.5524568539001782e-10;1;2
Erstens besteht die Gefahr einer Renationalisierung der Wettbewerbspolitik . ;3831 2137 16 1606 456 2355 5 7625 25;The first is the potential for renationalisation of competition policy . ;226 457 28 4 3446 61 2222 12 1876 552 26;Firstly , is the danger competition policy ;3579 20 28 4 1984 1876 552;6.0393024636641274e-05;2;2
Ich weiß , daß die Kommission ganz anders denkt , dennoch besteht diese Gefahr . ;107 753 14 30 16 219 109 3918 13074 14 4519 2137 127 1606 25;I know that the Commission is set against this , but the potential exists . ;117 335 31 4 227 28 115 177 124 20 322 4 3446 2534 26;I know that the Commission whole different but ;117 335 31 4 227 567 932 322;9.355502029782202e-08;2;2
Nun , Großbritannien bemüht gegenwärtig den Europäischen Gerichtshof . ;919 14 2127 1994 980 33 62 478 25;Well , we in Britain are looking to the European Court at the moment . ;934 20 318 3 1524 41 1948 37 4 193 491 242 4 702 26;Now , United Kingdom Court endeavouring European Justice . ;2537 20 74 2524 491 9941 193 3068 26;1.5241851515441032e-06;1;2
Wir stellen fest , daß der Europäische Gerichtshof nicht in der Lage ist , eine vorläufige Entscheidung in einem bestimmten Streitfall zu treffen , den wir gerade mit Frankreich austragen und bei dem wir die Unterstützung der Kommission haben . ;129 2117 1241 14 30 5 1801 478 315 4 5 2721 7 14 211 10435 809 4 48 4186 0 28 1889 14 33 42 649 131 482 0 20 228 61 42 16 125 5 219 95 25;We find that the European Court is not able to provide us with interim measures in a certain dispute that we have with France at the moment , in which we have the support of the Commission . ;40 210 31 4 193 491 28 77 79 37 1692 295 46 4708 644 3 35 394 7461 31 318 113 46 495 242 4 702 20 3 15 318 113 4 133 12 4 227 26;We that the European Court is Justice take a decision we France and which we Commission report relates have support . ;40 31 4 193 491 28 3068 689 35 49 318 495 53 15 318 227 1132 4361 113 133 26;1.1736044659778473e-21;1;3
Im Bereich der Rechtsprechung besteht also eindeutig Handlungsbedarf . ;1163 155 5 94 2137 720 1240 2139 25;So , judicially , something needs to be done . ;724 20 0 20 2472 298 37 8 460 26;In judicial field is therefore urgency now . ;451 289 1498 28 29 2034 362 26;1.4887314727767693e-06;1;2
Was die Rechtssicherheit betrifft , so schließe ich mich dem Argument von Frau Thyssen an . ;637 16 8992 474 14 208 1632 210 1290 61 638 46 617 15068 113 25;In relation to legal certainty , I endorse the point made by Mrs Thyssen . ;451 621 37 263 5223 20 117 1187 4 1089 228 10 2185 15257 26;What the I legal certainty the of Mrs Thyssen . ;811 4 117 263 5223 4 12 2185 15257 26;3.271013301597484e-08;1;3
Die Wirtschaft braucht Rechtssicherheit . ;37 1168 5664 8992 25;It is important that business has legal certainty . ;27 28 183 31 1160 76 263 5223 26;The needs legal certainty . ;226 298 263 5223 26;0.1261657542327972;1;3
Auch das habe ich neulich gegenüber Herrn Monti angesprochen . ;892 15 284 210 13759 136 143 3758 128 25;I mentioned this again to Commissioner Monti recently . ;117 546 124 1301 37 1168 3513 915 26;I have to Mr Monti that . ;117 113 37 47 3513 31 26;1.2684898466885181e-05;1;2
Wir müssen nun einmal alle mit unserer Vergangenheit leben , wichtig ist aber , daß die Wirtschaft auf Rechtssicherheit zählen kann . ;129 317 349 627 706 131 422 1775 1895 14 1047 7 383 14 30 16 1168 9 8992 6605 371 25;We all have , as it were , our histories to live with , but it is important that business has legal certainty . ;40 223 113 20 21 86 114 20 154 13697 37 1172 46 20 322 86 28 183 31 1160 76 263 5223 26;We must now all our past but that the count economy legal certainty of . ;40 347 362 223 154 1743 322 31 4 6061 1809 263 5223 12 26;2.1021479751836953e-09;1;3
Ich weiß , daß untersucht wurde , welche Auswirkungen die Veränderung auf die Kommission hat . ;107 753 14 30 4987 412 14 979 2366 16 3988 9 16 219 120 25;I know there has been an analysis of the implications for the Commission of the change . ;117 335 672 76 78 13 256 12 4 3819 61 4 227 12 4 140 26;I know that change the Commission . ;117 335 31 140 4 227 26;2.413534848529224e-07;1;3
So wissen wir , daß momentan noch Zeit verschwendet wird und daß die Veränderungen daher von Nutzen sein könnten . ;1954 887 42 14 30 14978 613 291 6483 139 20 30 16 1013 1138 46 3193 1035 1892 25;We have been told how , currently , people s time is being wasted and that the changes , therefore , could be beneficial . ;40 113 78 293 431 20 306 20 420 24 398 28 313 9335 53 31 4 658 20 29 20 461 8 5119 26;We we know that time and that the therefore benefit changes . ;40 318 335 31 398 53 31 4 29 3125 658 26;2.740923251830082e-10;1;3
Ich meine allerdings wirklich , daß es unter den gegebenen Bedingungen wichtig ist zu wissen , mit welchen Auswirkungen die Privatwirtschaft rechnen müßte . ;107 836 304 1921 14 30 27 92 33 3586 2591 1047 7 28 887 14 131 5629 2366 16 14210 5192 5091 25;But I really feel that , in the circumstances , we want to know what the implications would be for business . ;1846 117 3346 853 31 20 3 4 1926 20 318 738 37 335 467 4 3819 427 8 61 1160 26;consequences I think , however that the conditions know which grave ought count on business ;2214 117 377 20 693 31 4 258 335 15 4622 2438 6061 82 1160;1.0749944008157534e-10;2;3
Lassen Sie mich abschließend feststellen , daß wir als britische Konservative eine Richtungsänderung anstreben , und zwar eine Entwicklung zu einer unabhängigen Wettbewerbsbehörde . ;2424 394 1290 4476 111 14 30 42 354 5190 10718 211 0 5990 14 20 843 211 190 28 456 3597 0 25;Finally , we , as British Conservatives , are looking for a change in direction , towards the development of an independent competition authority . ;2428 20 318 20 21 3817 10196 20 41 1948 61 35 140 3 2690 20 144 4 569 12 13 2908 1876 3926 26;Finally Let you that we British Conservatives did and a development an independent . ;2428 334 448 31 318 3817 10196 823 53 35 569 13 2908 26;1.0103812989890582e-10;1;3
Mich würde der Standpunkt von Herrn Monti dazu interessieren . ;6305 594 5 1111 46 143 3758 1064 964 25;I would like to hear what Commissioner Monti has to say about that . ;117 427 118 37 2728 467 1168 3513 76 37 471 339 31 26;I would Monti to interest position . ;117 427 3513 37 970 707 26;7.377065914710562e-05;1;2
Herr Präsident , seit Beginn der europäischen Integration ist die Wettbewerbspolitik der Europäischen Union von zentraler Bedeutung . ;53 54 14 872 2802 5 779 3184 7 16 7625 5 62 266 46 11690 1337 25;Mr President , the European Union s competition policy has been of central importance since European integration began . ;47 58 20 4 193 276 24 1876 552 76 78 12 2367 549 107 193 2929 2873 26;Mr President , have been is for European the competition policy European Union of central . ;47 58 20 113 78 28 61 193 4 1876 552 193 276 12 2367 26;6.71094405274353e-07;1;2
Wettbewerbspolitik ist daher zu Recht eine der wichtigsten Politiken . ;7625 7 1138 28 309 211 5 3362 2404 25;It is therefore with some justification that competition policy is one of the most important policies . ;27 28 29 46 149 4488 31 1876 552 28 413 12 4 304 183 336 26;Competition policy is therefore rightly so ;14799 552 28 29 1922 1097;8.147806298636197e-06;2;1
Wir können stolz sein auf eine europäische Wettbewerbskultur , um die soziale Markwirtschaft auch tatsächlich durchzusetzen . ;129 311 1391 1035 9 211 748 0 14 390 16 2395 0 188 2101 6204 25;We can be proud of a European competition culture , for it is this that will make the social market economy a reality . ;40 6 8 1366 12 35 193 1876 435 20 61 86 28 124 31 125 119 4 2253 1266 1809 35 1162 26;We can proud of European to the social ;40 6 1366 12 193 37 4 2253;2.4964072104094394e-09;3;3
Wir können stolz sein auf Kartell- und Fusionskontrolle . ;129 311 1391 1035 9 0 20 0 25;We can be proud of monopolies and mergers supervision . ;40 6 8 1366 12 7804 53 3313 732 26;We can proud of and . ;40 6 1366 12 53 26;2.0740502353290237e-05;1;6
Die Gesellschaft überläßt sich dem Markt . ;37 423 0 180 61 2737 25;Society is surrendering itself to the economy . ;10340 28 17509 884 37 4 1809 26;The market . ;226 1266 26;0.0024535768473827957;1;3
Das wollen wir gerade in der Europäischen Union nicht . ;157 90 42 649 4 5 62 266 315 25;That is precisely what we do not want in the European Union . ;1014 28 1709 467 318 580 77 738 3 4 193 276 26;The want European Union . ;226 738 193 276 26;1.0946941383814663e-05;1;3
Ich fordere genau wie die anderen Kollegen die Mitentscheidung des Europäischen Parlaments im Bereich des Wettbewerbsrechts . ;107 954 3585 420 16 1242 57 16 7627 50 62 572 73 155 50 17836 25;In common with the other Members , I call for Parliament to have codecision rights where competition law is concerned . ;451 274 46 4 731 445 20 117 1957 61 64 37 113 7019 1019 1042 1876 2540 28 42 26;I call precisely of by , as other the European competition under colleague co-decision procedure Council Parliament . ;117 1957 1709 12 10 20 21 731 4 193 1876 1007 1436 7616 1300 143 64 26;5.77478597655028e-10;1;2
Das muß endlich durchgesetzt werden ! ;157 334 1976 5013 115 58;It is essential that this long overdue step be taken . ;27 28 1259 31 124 405 20661 1039 8 855 26;The must prevailed , that ! ;226 347 1055 20 31 713;0.0003227036121032738;1;1
Mehr Transparenz wird auch zur öffentlichen Akzeptanz wettbewerbspolitischer Entscheidungen beitragen . ;665 462 139 188 222 3299 2623 0 1888 2209 25;Greater transparency will also help to achieve public acceptance of decisions relating to competition policy . ;14465 472 125 342 1903 37 646 971 1839 12 441 3060 37 1876 552 26;More also public acceptance decisions . ;2733 342 971 1839 441 26;1.713522515272851e-06;1;3
Dabei muß klar sein , daß Beihilfen eine nützliche Funktion haben können , um Marktversagen auszugleichen und Gemeinschaftsziele zu fördern . ;426 334 110 1035 14 30 2613 211 7406 4362 95 311 14 390 0 5987 20 0 28 1835 25;At the same time , it must be made clear that aid can serve a useful purpose , with a view to offsetting the deficiencies of the market and furthering Community objectives . ;127 4 962 398 20 86 347 8 228 72 31 1207 6 3347 35 3289 3254 20 46 35 277 37 24889 4 8436 12 4 1266 53 9493 250 1473 26;must clear that a useful role to and . ;347 72 31 35 3289 157 37 53 26;3.694402141738793e-10;1;2
Hier ist es auch fraglich , ob es ohne Vertragsänderung überhaupt möglich ist . ;778 7 27 188 16435 14 1469 27 1482 0 701 13 7 25;Indeed , it is debatable whether this could be carried through at all without amending the Treaty . ;1485 20 86 28 25496 1142 124 461 8 2165 751 242 223 1056 2224 4 266 26;Here is whether possible . ;2163 28 1142 209 26;3.143856488638825e-06;1;4
Kommissionsmitglied Monti und seine Kollegen stehen vor einer gigantischen Aufgabe , und wir in der ELDR-Fraktion meinen , daß die Schlagkraft der Wettbewerbspolitik in bezug auf die Untersuchung von Fusionen oder die Überwachung von wettbewerbsbeschränkendem Verhalten bewahrt werden muß . ;1786 3758 20 164 57 792 96 456 18972 287 14 20 42 4 5 6452 1321 14 30 16 0 5 7625 4 237 9 16 2488 46 7023 69 16 1279 46 0 6808 8719 115 334 25;Commissioner Monti and his colleagues have a tremendous challenge ahead of them and our worries in the ELDR Group are that there should be no weakening in the thrust of competition policy either in the examination of mergers or the monitoring of restrictive practices . ;1168 3513 53 706 1997 113 35 1689 302 6515 12 161 53 154 9285 3 4 5924 234 41 31 672 33 8 740 6851 3 4 5082 12 1876 552 1249 3 4 3201 12 3313 66 4 1271 12 4068 3954 26;Commissioner Monti and are its colleagues gigantic and task we in ELDR Group competition policy study my of mergers or traits monitored behaviour vengeance . ;1168 3513 53 41 170 1997 36622 53 294 318 3 5924 234 1876 552 2708 844 12 3313 66 10527 2477 352 10528 26;1.590934038356254e-18;1;3
Als Abgeordneter des Baskenlands möchte ich den Maßnahmen zur Anwendung des angemessenen Wettbewerbs auf dem Markt meine volle Unterstützung bekunden . ;2358 481 50 0 108 210 33 179 222 3282 50 8818 3377 9 61 2737 836 1504 125 7696 25;As a Member for the Basque Country , I would like to express my total support for the implementation measures for fair competition in the market . ;292 35 202 61 4 1547 3233 20 117 427 118 37 1307 844 1484 133 61 4 171 644 61 2637 1876 3 4 1266 26;As of the I would like measures of the under the adequate competition market my support . ;292 12 4 117 427 118 644 12 4 1007 4 4443 1876 1266 844 133 26;2.2336052272943748e-10;1;2
Herr Präsident , Herr Kommissar ! Jawohl , wir brauchen Wettbewerb ! ;53 54 14 53 1177 58 0 14 42 775 1959 58;Mr President , Commissioner , competition is exactly what we need . ;47 58 20 1168 20 1876 28 1140 467 318 789 26;Mr President , Mr Commissioner , , we need competition . ;47 58 20 47 1168 20 20 318 789 1876 26;5.973049959357736e-05;1;1
