Wiederaufnahme der Sitzungsperiode ;81 5 1642;Resumption of the session ;8645 12 4 1607;Resumption of the session ;8645 12 4 1607;0.05528663906222663;1;4
Außerdem gehe ich davon aus , daß Sie , Herr Kommissar , den Ruf und das von Ihren Vorgängern aufgebaute Werk in Ehren halten wollen und Ihre Dienste ebendieses Ziel verfolgen . ;624 7138 210 921 181 14 30 394 14 53 1177 14 33 10969 20 15 46 2071 0 0 10684 4 0 41 90 20 1890 3741 0 1502 3018 25;I also assume that you , Commissioner , want to honour the reputation of , and the work put in by , your predecessors and that your offices will pursue the same objective . ;117 342 3425 31 448 20 1168 20 738 37 1329 4 8078 12 20 53 4 231 348 3 10 20 1234 2341 53 31 1234 10059 125 3505 4 962 392 26;Moreover , , I that you Mr Commissioner , the and work do in now and staff ambition to be achieved . ;3266 20 20 117 31 448 47 1168 20 4 53 231 580 3 362 53 4013 10472 37 8 9 26;7.19307061817947e-21;1;3
Zunächst in bezug auf die Kohärenz der Anwendung der Politik . ;1457 4 237 9 16 2750 5 3282 5 322 25;Firstly , these relate to the coherence of the policy s application . ;3579 20 84 2286 37 4 2601 12 4 552 24 2985 26;first in the coherence application . ;457 3 4 2601 2985 26;2.016182856141875e-09;1;2
Grundsätzlich bin ich durchaus für kulturelle Vielfalt , nicht aber auf der Ebene der Wettbewerbskultur im Binnenmarkt . ;14948 675 210 2160 32 562 1021 14 315 383 9 5 635 5 0 73 1137 25;In general , I am a great defender of cultural diversity but not in terms of competitiveness within the internal market . ;451 1770 20 117 681 35 320 12718 12 585 1022 322 77 3 1854 12 4002 561 4 1402 1266 26;In principle I fully diversity , not internal market . ;451 463 117 1186 1022 20 77 1402 1266 26;3.2033676088198603e-12;1;2
Auch soll die Kommission ein Evokationsrecht haben und den nationalen Wettbewerbsbehörden mit Leitlinien zur Seite stehen . ;892 329 16 219 67 0 95 20 33 300 0 131 1683 222 357 792 25;The Commission is also said to have the right of evocation and can give guidelines to the national competition authorities . ;226 227 28 342 532 37 113 4 871 12 0 53 6 477 1659 37 4 316 1876 537 26;We also insultingly Commission have and national with guidelines to . ;40 342 26765 227 113 53 316 46 1659 37 26;3.979553586423398e-13;1;1
Zweitens habe ich Verständnis für die Unternehmen , die einen Verlust an Rechtssicherheit befürchten . ;2074 284 210 6203 32 16 1760 14 16 232 5051 113 8992 4401 25;Secondly , I understand the worry of industry regarding legal certainty . ;1971 20 117 903 4 5067 12 3147 678 263 5223 26;I appreciate legal certainty . ;117 2001 263 5223 26;6.284056599417572e-09;1;2
Sie befinden sich sozusagen noch in der Trainingsphase . ;394 626 180 7270 613 4 5 0 25;They are still in training , as it were . ;851 41 639 3 1815 20 21 86 114 26;They are to speak in . ;851 41 37 1640 3 26;8.965927298984515e-07;1;4
Welche Garantien haben wir , daß sie sich zu Topspielern in der Liga des Binnenmarkts entwickeln ? ;1063 1947 95 42 14 30 241 180 28 0 4 5 15135 50 1430 2273 554;What guarantees do we have that they will grow into first-class players in the league of the internal market ? ;811 16 580 318 113 31 108 125 3546 847 8964 2583 3 4 16962 12 4 1402 1266 577;Guarantees have we that in League the internal market ? ;34392 113 318 31 3 15374 4 1402 1266 577;1.853167523031228e-11;1;2
Sechstens und letztens erinnere ich an einen Punkt , den ich bereits in meinem Bericht über vertikale Beschränkungen erwähnt habe , nämlich das legal privilege für die Justitiare . ;0 20 11341 6926 210 113 232 1065 14 33 210 260 4 849 1506 153 0 2567 1722 284 14 681 15 10011 0 32 16 0 25;Sixthly and lastly , I would remind you of a point that I have already raised in my report on vertical restrictions , namely the legal privilege of company lawyers . ;24365 53 6473 20 117 427 1882 448 12 35 1089 31 117 113 271 446 3 844 1132 82 9316 2402 20 1173 4 263 2302 12 3312 11473 26;and final point Music I remember , I already it my on restrictions legally to . ;53 3149 1089 35975 117 1273 20 117 271 86 844 82 2402 3357 37 26;1.7556037442261455e-22;1;6
Wir sind also einverstanden mit dem Bericht , genauso wie wir , Herr Kommissar , mit den Grundlinien des Weißbuchs einverstanden sind . ;129 87 720 1196 131 61 1506 14 823 420 42 14 53 1177 14 131 33 0 50 6366 1196 87 25;We are , therefore , in agreement with the report , Commissioner , as well as the broad outlines of the White Paper . ;40 41 20 29 20 3 14 46 4 1132 20 1168 20 21 22 21 4 2469 6096 12 4 4209 4210 26;So We are agree the report we Mr Commissioner , for the of the White Paper are agreeable . ;724 40 41 583 4 1132 318 47 1168 20 61 4 12 4 4209 4210 41 10245 26;1.8401371540270526e-15;1;2
Das Gemeinschaftsrecht in bezug auf den Wettbewerb stellt seit Inkrafttreten des Vertrags einen der grundlegenden Bereiche der Gemeinschaftspolitik dar . ;157 4722 4 237 9 33 1959 2762 872 5661 50 388 232 5 6644 663 5 7016 2422 25;Since the Treaty entered into force , Community law on competition has been one of the tenets of Community policy . ;2796 4 266 5180 847 2974 20 250 2540 82 1876 76 78 413 12 4 29447 12 250 552 26;Community law the competition has been Treaty basic policies a of the . ;250 2540 4 1876 76 78 266 1808 336 35 12 4 26;6.248032091167321e-14;1;2
Deshalb war eine Modernisierung dringend erforderlich . ;1010 818 211 4280 392 2730 25;For this reason , modernisation was essential . ;1671 124 979 20 4004 834 1259 26;therefore was a is modernise required . ;29 834 35 28 9540 2361 26;0.003394228272304212;1;2
Eine Reform dieses Punktes war daher ebenfalls erforderlich . ;1517 956 207 16443 818 1138 1437 2730 25;A reform of this point was therefore also necessary . ;1999 965 12 124 1089 834 29 342 299 26;A reform this point was therefore also . ;1999 965 124 1089 834 29 342 26;4.217547129544917e-05;1;2
Das Verfahren auf dem Gebiet des Wettbewerbs ist grundsätzlich in der Verordnung Nr . 17/62 enthalten . ;157 1319 9 61 2067 50 3377 7 1464 4 5 2398 2399 25 0 2283 25;The procedure in the field of competition is basically contained in Regulation 1762 . ;226 1300 3 4 1498 12 1876 28 3848 2434 3 2262 0 26;The competition is in principle accepts contain . ;226 1876 28 3 463 3797 5274 26;2.454221113216065e-13;1;2
Einmütig wurde eine Änderung gefordert . ;0 412 211 256 1071 25;The voices in favour of its amendment were unanimous . ;226 6847 3 1015 12 170 2123 114 5978 26;a . ;35 26;3.156738009754458e-06;1;1
Es war also notwendig , diesen Weg weiterzubeschreiten und zu fördern . ;416 818 720 1853 14 313 1037 0 20 28 1835 25;It was therefore necessary to facilitate this approach . ;27 834 29 299 37 1955 124 1805 26;It was necessary and promote . ;27 834 299 53 2710 26;1.1302688754057967e-08;1;2
Als Folge der Rechtstradition auf dem Kontinent hängt die Erwägung , ob bestimmte Absprachen wettbewerbswidrig sind oder nicht , stärker von der Analyse ihrer Klauseln als von den Auswirkungen auf den Markt ab . ;2358 3945 5 0 9 61 2069 920 16 11745 14 1469 2457 8022 0 87 69 315 14 1543 46 5 4265 93 11477 354 46 33 2366 9 33 2737 922 25;As a consequence of the continental legal tradition , consideration of whether certain agreements are anti-competitive or not depends more on an analysis of their clauses than on their effects on the market . ;292 35 2500 12 4 19203 263 2301 20 262 12 1142 394 57 41 25753 66 77 935 65 82 13 256 12 111 7624 422 82 111 1511 82 4 1266 26;of the in our depends consideration whether certain agreements , reinforce their clauses effects to . ;12 4 3 154 935 262 1142 394 57 20 221 111 7624 1511 37 26;1.5690898408743573e-26;1;3
Es war also notwendig , die wirtschaftliche Analyse einzuführen . ;416 818 720 1853 14 16 3675 4265 7355 25;It was therefore necessary to introduce an economic analysis . ;27 834 29 299 37 2327 13 623 256 26;It was necessary analysis . ;27 834 299 256 26;3.8660545033618964e-08;1;2
Das Weißbuch verfolgt die Absicht , diese Probleme zu lösen , und deshalb unterstützen wir seine Vorschläge . ;157 4509 3004 16 1516 14 127 374 28 3252 14 20 1520 765 42 164 238 25;The White Paper intends to resolve these problems and we therefore support these proposals . ;226 4209 4210 247 37 5218 84 388 53 318 29 133 84 248 26;The White Paper the , solve problems and we support . ;226 4209 4210 4 20 2998 388 53 318 133 26;1.4542871239629989e-13;1;2
Zum zweiten muß die Verordnung Nr . 17/62 außer Kraft gesetzt und durch eine neue Verordnung ersetzt werden . ;1099 3065 334 16 2398 2399 25 0 2060 5646 1570 20 189 211 402 2398 3295 115 25;Secondly , Regulation 1762 must be repealed and replaced with a new regulation . ;1971 20 2262 0 347 8 16400 53 3033 46 35 416 1036 26;must the Regulation No and a new . ;347 4 2262 1179 53 35 416 26;1.0007425015477413e-15;1;2
In dieser Hinsicht werden wir den Bericht unterstützen . ;437 82 2779 115 42 33 1506 765 25;For these reasons , we are going to vote in favour of the report . ;1671 84 1375 20 318 41 2335 37 1181 3 1015 12 4 1132 26;In this respect , we support report . ;451 124 1032 20 318 133 1132 26;4.143435230385051e-06;1;2
Offen gesagt , glaube ich , daß diese Modernisierung zufriedenstellend gewesen ist . ;10974 511 14 209 210 14 30 127 4280 3268 4541 7 25;Frankly , I believe that this modernisation has been satisfactory . ;6366 20 117 208 31 124 4004 76 78 3942 26;, I believe that this . ;20 117 208 31 124 26;3.0389229754491945e-06;1;2
Wenn sie gut funktioniert , wenn wir zufrieden sind , wenn das grundsätzliche Wirken der Kommission richtig gewesen ist , warum dann die Änderung ? ;112 241 2210 3897 14 278 42 2770 87 14 278 15 5521 3103 5 219 1151 4541 7 14 477 569 16 256 554;If it functions well , if we are satisfied , if the Commission has basically acted correctly , why the need for the modification ? ;324 86 4935 22 20 121 318 41 3019 20 121 4 227 76 3848 774 3492 20 710 4 789 61 4 10104 577;If they works if we are satisfied if the of the Commission s correct why ? ;324 108 8470 121 318 41 3019 121 4 12 4 227 24 1482 710 577;1.5663660744221621e-15;1;2
Es sind diverse Argumente dafür vorgetragen worden . ;416 87 11932 8626 938 6100 432 25;Various arguments have been presented in its favour . ;444 1285 113 78 239 3 170 1015 26;are analysed . ;41 8880 26;3.699681807004417e-06;1;2
In diesem Fall wären wir nicht vorangekommen , sondern hätten im Gegenteil bei der Anwendung der Wettbewerbspolitik innerhalb der Union einen Schritt zurück getan . ;437 137 908 1800 42 315 14095 14 326 603 73 3073 228 5 3282 5 7625 631 5 266 232 2858 918 3144 25;In that event we would not have moved forward , but rather backwards , in the application of competition policy in the Union . ;451 31 453 318 427 77 113 1347 1885 20 322 1176 6739 20 3 4 2985 12 1876 552 3 4 276 26;In this case would from we clarification progress made but contrary application for very competition policy within Union step . ;451 124 922 427 186 318 2243 81 228 322 2834 2985 61 372 1876 552 561 276 1039 26;2.256578707338368e-18;1;2
Herr Präsident ! Ich möchte zunächst meine Anerkennung gegenüber der Kommission für die Verbesserung zum Ausdruck bringen , die der 28 . Bericht über die Wettbewerbspolitik in der Union im Vergleich zu den vorhergegangenen Berichten darstellt . ;53 54 58 107 108 2093 836 6257 136 5 219 32 16 2796 587 811 633 14 16 5 8580 25 1506 153 16 7625 4 5 266 73 3409 28 33 0 5131 4178 25;Mr President , I would like firstly to express my appreciation to the Commission for the improvement represented by the XXVIIIth report on competition policy in the Union , when compared to previous reports . ;47 58 20 117 427 118 1399 37 1307 844 11143 37 4 227 61 4 1309 4262 10 4 0 1132 82 1876 552 3 4 276 20 363 3164 37 1831 4386 26;Mr President , I would like first faced with the of the . Report on Union the reports . ;47 58 20 117 427 118 457 5786 46 4 12 4 26 1650 82 276 4 4386 26;2.5853259150228916e-28;1;2
Ich möchte ferner seiner Bemerkung über die Notwendigkeit , den Regionen - wie dem Baskenland , das ich vertrete - einen Handlungsspielraum auf der Grundlage des Subsidiaritätsprinzips einzuräumen , voll beipflichten . ;107 108 6590 696 3310 153 16 1746 14 33 1692 625 420 61 5606 14 15 210 7294 625 232 7418 9 5 10 50 8220 8762 14 6075 8154 25;I would also like to fully support his comments on the need to allow the regions - such as the Basque Country , which I represent - a margin for action , by virtue of the principle of subsidiarity . ;117 427 342 118 37 1186 133 706 1334 82 4 789 37 459 4 1723 638 972 21 4 1547 3233 20 15 117 68 638 35 6717 61 188 20 10 6184 12 4 463 12 464 26;I would like also note the need regions - the I Aragon - room of the principle subsidiarity fully agree with what Sacrédeus said . ;117 427 118 342 2445 4 789 1723 638 4 117 19971 638 992 12 4 463 464 1186 583 46 467 10313 532 26;2.382078269525268e-23;1;2
Deshalb wird der vorliegende Bericht von mir mit aller Entschiedenheit begrüßt . ;1010 139 5 9151 1506 46 940 131 958 5876 6261 25;This is why I give this report my full support . ;162 28 710 117 477 124 1132 844 1092 133 26;Therefore the this report of emphatically welcomed . ;939 4 124 1132 12 4159 5751 26;4.218886638061007e-09;1;2
Es sei nochmals gesagt Für unsere Zukunftsfähigkeit , für die europäische Wirtschaft und vor allem zur Wahrung unseres Wohlstands und des technologischen Fortschritts Europas allgemein wird dies sehr wichtig sein . ;416 847 409 511 170 151 0 14 32 16 748 1168 20 96 295 222 3428 358 10759 20 50 7719 10732 126 3007 139 302 510 1047 1035 25;I would emphasise that this is going to be extremely important for our future , for Europe s economy , and , above all , for the protection of our wealth and technological development in Europe in general . ;117 427 1716 31 124 28 2335 37 8 475 183 61 154 959 20 61 135 24 1809 20 53 20 3862 223 20 61 4 253 12 154 367 53 3462 569 3 135 3 1770 26;Europe s It said our European economy and safeguard , maintaining prosperity and technological developments progress generally important be . ;135 24 27 532 154 193 1809 53 1401 20 2790 368 53 3462 196 81 4883 183 8 26;2.823593449291396e-21;1;2
Herr Präsident , für die britischen Konservativen bildet die effiziente und einheitliche Anwendung der europäischen Wettbewerbspolitik die Grundvoraussetzung für ein wirksames unionsweites Funktionieren des Binnenmarktes . ;53 54 14 32 16 1548 1557 5037 16 3804 20 2629 3282 5 779 7625 16 14644 32 67 8764 0 1127 50 2571 25;Mr President , for British Conservatives the efficient and uniform application of European competition policy is at the core of achieving an effective single market across the whole of the European Union . ;47 58 20 61 3817 10196 4 2448 53 6144 2985 12 193 1876 552 28 242 4 2610 12 6708 13 1783 1693 1266 1348 4 567 12 4 193 276 26;Mr President , for British the efficient and uniform application bottom line for a an effective functioning of the internal market . ;47 58 20 61 3817 4 2448 53 6144 2985 6511 3110 61 35 13 1783 2395 12 4 1402 1266 26;4.370051355003352e-19;1;1
Die Vollendung des Binnenmarktes ist nämlich noch nicht abgeschlossen . ;37 11379 50 2571 7 681 613 315 2771 25;The truth is that the single market is not yet complete . ;226 2471 28 31 4 1693 1266 28 77 418 1993 26;Completion of the internal market is closed . ;24498 12 4 1402 1266 28 1205 26;1.499740278932338e-06;1;3
Tagtäglich werden wir aufgefordert , uns für ein größeres und vertieftes Europa einzusetzen . ;0 115 42 3448 14 285 32 67 10757 20 0 365 8732 25;We daily hear the need to promote a wider and deeper Europe . ;40 6451 2728 4 789 37 2710 35 2993 53 3605 135 26;will will being asked to a and Europe . ;125 125 313 314 37 35 53 135 26;5.725436379833389e-09;1;2
Ein Blick auf die nationalen , regionalen und lokalen Hindernisse , die das Funktionieren eines wirklichen europäischen Binnenmarktes auch weiterhin behindern , zeigt , daß es sich dabei vielfach um leere Worte handelt . ;1 5814 9 16 300 14 3183 20 1754 86 14 16 15 1127 11 3253 779 2571 188 1400 6154 14 1533 14 30 27 180 875 5575 390 4795 2083 2592 25;But all this , in effect , is so much rhetoric when we look at the national , regional and local obstacles which continue to block the operation of a true European single market . ;1846 223 124 20 3 2454 20 28 1097 781 5688 363 318 690 242 4 316 20 1276 53 1724 88 15 268 37 9317 4 1119 12 35 87 193 1693 1266 26;A , and local of a genuine European internal market continue shows that can often more empty words . ;1999 20 53 1724 12 35 4549 193 1402 1266 268 5083 31 6 1711 65 4463 1981 26;1.5299324893447837e-27;1;2
